name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_gen,mhz
Kingston FURY Beast RGB 32 GB,160.05,"2,16",5.002,Black,10.0,18.0,4,3600
TEAMGROUP T-Force Delta RGB 32 GB,124.99,"2,16",3.906,Black,9.333,28.0,5,6000
Corsair Vengeance 96 GB,354.99,"2,48",3.698,Black,10.0,30.0,5,6000
Lexar Ares RGB 32 GB,117.99,"2,16",3.687,Black / Silver,10.0,32.0,5,6400
G.Skill Flare X5 128 GB,399.99,"2,64",3.125,Black,11.333,34.0,5,6000
Crucial Pro 96 GB,209.99,"2,48",2.187,Black,16.429,46.0,5,5600
Corsair Vengeance RGB Pro 16 GB,103.99,"2,8",6.499,Black,10.0,18.0,4,3600
G.Skill Trident Z5 RGB 96 GB,339.99,"2,48",3.542,Black,10.0,34.0,5,6800
PNY XLR8 16 GB,31.99,"2,8",1.999,Black / Red,10.0,16.0,4,3200
Corsair Vengeance 64 GB,,"2,32",,Black / Gray,9.412,32.0,5,6800
Patriot Viper Steel 16 GB,51.99,"2,8",3.249,Silver / Black,9.444,17.0,4,3600
Crucial CT2K8G4DFS824A 16 GB,31.35,"2,8",1.959,Green / Black,14.167,17.0,4,2400
Kingston FURY Beast RGB 64 GB,496.01,"2,32",7.75,Black,10.0,32.0,5,6400
TEAMGROUP T-Force Delta RGB 16 GB,49.99,"2,8",3.124,White,10.0,16.0,4,3200
TEAMGROUP T-Create Expert 48 GB,145.99,"2,24",3.041,Black / Gold,10.0,32.0,5,6400
Crucial Classic 8 GB,21.99,"1,8",2.749,Black,16.429,46.0,5,5600
Corsair Vengeance LPX 256 GB,703.75,"8,32",2.749,Black / Yellow,10.0,16.0,4,3200
Crucial CT8G4DFRA32A 8 GB,25.72,"1,8",3.215,Green,13.75,22.0,4,3200
G.Skill Trident Z5 Neo RGB 64 GB,349.99,"2,32",5.469,White / Black,8.667,26.0,5,6000
Klevv CRAS V RGB 32 GB,,"2,16",,Black,10.0,30.0,5,6000
G.Skill Trident Z RGB 32 GB,79.0,"4,8",2.469,Black,10.0,16.0,4,3200
GOODRAM IRDM 32 GB,,"2,16",,Black,10.0,30.0,5,6000
Patriot Viper Venom 32 GB,94.99,"1,32",2.968,Black / White,10.0,30.0,5,6000
Corsair Dominator Titanium 64 GB,377.99,"4,16",5.906,White,10.0,32.0,5,6400
Corsair Dominator Platinum RGB 32 GB,172.99,"2,16",5.406,Black,11.613,36.0,5,6200
TEAMGROUP T-Create Expert 64 GB,180.99,"2,32",2.828,Black,10.625,34.0,5,6400
G.Skill Trident Z5 Royal Neo RGB 64 GB,,"2,32",,Silver,8.667,26.0,5,6000
TEAMGROUP Elite 16 GB,48.99,"1,16",3.062,Black,13.75,22.0,4,3200
TEAMGROUP T-Force Delta RGB 32 GB,92.99,"2,16",2.906,White,12.667,38.0,5,6000
Corsair Vengeance LPX 32 GB,80.95,"2,16",2.53,Black / Yellow,10.0,16.0,4,3200
Crucial Ballistix MAX 16 GB,995.0,"2,8",62.188,Black,7.451,19.0,4,5100
G.Skill Ripjaws S5 64 GB,189.99,"2,32",2.969,Black,10.0,28.0,5,5600
G.Skill Trident Z5 Royal Neo RGB 96 GB,449.99,"2,48",4.687,Gold,9.333,28.0,5,6000
Crucial CT2K16G56C46U5 32 GB,77.98,"2,16",2.437,Black,16.429,46.0,5,5600
TEAMGROUP T-Create Expert 32 GB,65.98,"2,16",2.062,Gray,10.0,18.0,4,3600
Corsair Vengeance LPX 128 GB,315.9,"4,32",2.468,Black / Yellow,10.0,16.0,4,3200
G.Skill Trident Z5 RGB 32 GB,142.99,"2,16",4.468,Black,9.474,36.0,5,7600
Klevv FIT V 32 GB,,"2,16",,Black,10.0,30.0,5,6000
Corsair Vengeance LPX 32 GB,119.99,"2,16",3.75,Black / Yellow,12.189,13.0,4,2133
Samsung M378A2K43CB1-CTD 16 GB,29.0,"1,16",1.812,Green / Black,14.254,19.0,4,2666
Kingston FURY Beast 32 GB,129.58,"2,16",4.049,White,10.0,30.0,5,6000
G.Skill Trident Z5 RGB 48 GB,259.99,"2,24",5.416,White,9.524,40.0,5,8400
Corsair Vengeance RGB 32 GB,102.99,"2,16",3.218,Black,15.385,40.0,5,5200
G.Skill Ripjaws S5 64 GB,242.99,"2,32",3.797,Black,10.0,34.0,5,6800
Patriot Viper Venom 16 GB,53.99,"2,8",3.374,Black / White,14.286,40.0,5,5600
ADATA XPG SPECTRIX D35G RGB 32 GB,99.99,"2,16",3.125,Black,10.0,16.0,4,3200
Kingston HyperX Fury 32 GB,,"2,16",,Black,10.0,16.0,4,3200
G.Skill Trident Z5 Royal Neo RGB 32 GB,149.99,"2,16",4.687,Silver,9.375,30.0,5,6400
G.Skill Trident Z5 RGB 32 GB,164.99,"2,16",5.156,Black,9.5,38.0,5,8000
G.Skill Ripjaws M5 Neo RGB 32 GB,94.99,"2,16",2.968,White,12.0,36.0,5,6000
Corsair Dominator Titanium 64 GB,319.99,"2,32",5.0,Black,10.0,30.0,5,6000
G.Skill Trident Z5 RGB 64 GB,219.99,"2,32",3.437,Black,10.0,30.0,5,6000
Samsung M378A1K43CB2-CRC 8 GB,23.08,"1,8",2.885,Green,14.167,17.0,4,2400
Kingston Server Premier 64 GB,229.99,"1,64",3.594,,13.75,22.0,4,3200
G.Skill Flare X5 32 GB,127.99,"2,16",4.0,White,9.333,28.0,5,6000
Corsair Vengeance 64 GB,218.99,"4,16",3.422,Black,12.857,36.0,5,5600
Kingston FURY Beast 16 GB,73.36,"2,8",4.585,Black / Silver,12.0,36.0,5,6000
G.Skill Trident Z5 Neo RGB 32 GB,139.99,"2,16",4.375,Silver / Black,10.0,30.0,5,6000
Corsair Vengeance 32 GB,104.99,"2,16",3.281,Black,11.25,36.0,5,6400
G.Skill Trident Z5 Neo RGB 64 GB,254.99,"2,32",3.984,White / Black,9.333,28.0,5,6000
Kingston FURY Beast RGB 64 GB,523.82,"2,32",8.185,White,10.0,32.0,5,6400
TEAMGROUP T-Force Delta RGB 32 GB,124.99,"2,16",3.906,White,9.333,28.0,5,6000
G.Skill Ripjaws M5 RGB 48 GB,109.99,"2,24",2.291,White,15.385,40.0,5,5200
Corsair Vengeance 64 GB,285.0,"2,32",4.453,Black / Gray,9.697,32.0,5,6600
Corsair Vengeance LPX 16 GB,45.99,"2,8",2.874,Black,10.0,16.0,4,3200
TEAMGROUP T-Force Delta RGB 32 GB,,"2,16",,White,10.0,18.0,4,3600
G.Skill Ripjaws S5 32 GB,109.99,"2,16",3.437,White,10.0,30.0,5,6000
TEAMGROUP T-Create Expert 64 GB,180.99,"2,32",2.828,White,10.625,34.0,5,6400
Corsair Vengeance LPX 16 GB,47.99,"2,8",2.999,Black / Yellow,12.003,16.0,4,2666
Corsair Dominator Titanium 64 GB,377.99,"4,16",5.906,Black,10.0,32.0,5,6400
G.Skill Flare X5 64 GB,234.99,"2,32",3.672,White,9.333,28.0,5,6000
Patriot Viper Steel 64 GB,126.86,"2,32",1.982,Gray,10.0,16.0,4,3200
G.Skill Ripjaws M5 RGB 96 GB,179.99,"2,48",1.875,Black,15.385,40.0,5,5200
Corsair Vengeance 16 GB,58.98,"1,16",3.686,Black,15.385,40.0,5,5200
G.Skill Trident Z5 RGB 32 GB,119.99,"2,16",3.75,Black,10.0,30.0,5,6000
Kingston FURY Beast RGB 16 GB,56.0,"2,8",3.5,Black,9.444,17.0,4,3600
G.Skill Ripjaws M5 Neo RGB 32 GB,88.98,"2,16",2.781,Black,12.0,36.0,5,6000
Corsair Vengeance RGB 32 GB,119.99,"2,16",3.75,White / Black,11.25,36.0,5,6400
G.Skill Trident Z RGB 128 GB,329.99,"4,32",2.578,Black,10.0,18.0,4,3600
Kingston FURY Beast 32 GB,149.0,"2,16",4.656,Black,10.0,18.0,4,3600
G.Skill Trident Z RGB 32 GB,89.99,"2,16",2.812,Black,9.0,18.0,4,4000
TEAMGROUP T-Create Classic 32 GB,54.99,"2,16",1.718,Silver,13.75,22.0,4,3200
Kingston FURY 128 GB,427.99,"4,32",3.344,White,14.286,40.0,5,5600
TEAMGROUP T-Force Delta RGB 32 GB,119.99,"2,16",3.75,Black / White,9.444,34.0,5,7200
PNY XLR8 Gaming RGB 32 GB,89.99,"2,16",2.812,Black,11.25,36.0,5,6400
TEAMGROUP T-Create Expert 32 GB,72.99,"2,16",2.281,Black / Gold,13.571,38.0,5,5600
Kingston FURY Beast 32 GB,101.99,"2,16",3.187,Black,14.286,40.0,5,5600
G.Skill Ripjaws V 8 GB,69.98,"1,8",8.748,Red,12.5,15.0,4,2400
G.Skill Trident Z RGB 96 GB,349.99,"2,48",3.646,Black,10.0,32.0,5,6400
Corsair Vengeance LPX 16 GB,89.99,"2,8",5.624,White,10.0,16.0,4,3200
Crucial CT16G56C46U5 16 GB,40.99,"1,16",2.562,Black,16.429,46.0,5,5600
TEAMGROUP T-Force Vulcan 32 GB,79.99,"2,16",2.5,Black,15.385,40.0,5,5200
G.Skill Trident Z5 Neo 128 GB,419.99,"2,64",3.281,Black,11.333,34.0,5,6000
Patriot Viper Xtreme 5 48 GB,166.99,"2,24",3.479,Black,9.268,38.0,5,8200
Crucial CT16G4DFRA32A 16 GB,51.73,"1,16",3.233,Green,13.75,22.0,4,3200
Corsair Vengeance RGB Pro 64 GB,985.37,"4,16",15.396,Black,10.0,16.0,4,3200
G.Skill Ripjaws S5 64 GB,229.99,"2,32",3.594,Black,10.0,32.0,5,6400
Patriot Viper Steel 32 GB,64.99,"2,16",2.031,Silver / Black,10.0,18.0,4,3600
Kingston FURY Beast 16 GB,55.79,"2,8",3.487,Black / Silver,13.846,36.0,5,5200
Crucial CT2K32G48C40U5 64 GB,168.99,"2,32",2.64,Black,16.667,40.0,5,4800
Corsair Vengeance RGB 32 GB,114.99,"2,16",3.593,Black / Gray,14.286,40.0,5,5600
G.Skill Trident Z RGB 256 GB,693.05,"8,32",2.707,,8.889,16.0,4,3600
TEAMGROUP T-Create Expert 32 GB,81.99,"2,16",2.562,White,13.571,38.0,5,5600
G.Skill Trident Z RGB 128 GB,464.43,"4,32",3.628,Black,9.0,18.0,4,4000
Patriot Viper Venom 64 GB,149.99,"2,32",2.344,Black / White,12.857,36.0,5,5600
PNY XLR8 16 GB,32.99,"2,8",2.062,Black,10.0,18.0,4,3600
Corsair Vengeance RGB Pro 64 GB,511.0,"2,32",7.984,Black,10.0,16.0,4,3200
Corsair Dominator Platinum RGB 32 GB,172.99,"2,16",5.406,White,11.613,36.0,5,6200
TEAMGROUP T-Force DELTAα RGB 16 GB,77.99,"2,8",4.874,Black,12.667,38.0,5,6000
G.Skill Trident Z5 Royal 48 GB,297.99,"2,24",6.208,Gold,9.524,40.0,5,8400
ADATA XPG Lancer Blade RGB 32 GB,,"2,16",,White,10.0,30.0,5,6000
G.Skill Trident Z5 Neo RGB 32 GB,99.99,"2,16",3.125,Black,12.0,36.0,5,6000
OLOy MD4U083016BJDA 16 GB,34.99,"2,8",2.187,Black,10.667,16.0,4,3000
Kingston FURY Beast RGB 32 GB,137.73,"2,16",4.304,Black,12.857,36.0,5,5600
G.Skill Trident Z Neo 16 GB,64.98,"2,8",4.061,Black / Silver,8.889,16.0,4,3600
Corsair Vengeance 32 GB,,"2,16",,Black,12.857,36.0,5,5600
Kingston FURY Beast RGB 16 GB,72.69,"2,8",4.543,Black,14.286,40.0,5,5600
G.Skill Trident Z5 Neo RGB 32 GB,136.99,"2,16",4.281,Black,9.375,30.0,5,6400
TEAMGROUP T-Force Delta RGB 16 GB,46.99,"2,8",2.937,Black,10.0,16.0,4,3200
G.Skill Trident Z5 Neo RGB 32 GB,139.99,"2,16",4.375,Silver / Black,9.333,28.0,5,6000
Silicon Power XPOWER Storm RGB 32 GB,83.99,"2,16",2.625,Gray,12.0,36.0,5,6000
Corsair Vengeance RGB 32 GB,,"2,16",,White,12.0,36.0,5,6000
TEAMGROUP T-Create Expert 16 GB,40.99,"2,8",2.562,Gray,10.0,18.0,4,3600
TEAMGROUP T-Force Vulcan 16 GB,,"2,8",,Black,12.667,38.0,5,6000
Kingston FURY Beast RGB 16 GB,78.98,"2,8",4.936,Black,10.0,30.0,5,6000
G.Skill Ripjaws S5 32 GB,104.99,"2,16",3.281,Black,10.0,30.0,5,6000
TEAMGROUP T-Create Expert 32 GB,89.99,"2,16",2.812,White,10.0,32.0,5,6400
Corsair Dominator Titanium 48 GB,258.99,"2,24",5.396,Black,9.474,36.0,5,7600
Patriot Viper Venom 32 GB,89.99,"2,16",2.812,Black / White,12.903,40.0,5,6200
PNY XLR8 Gaming EPIC-X RGB 16 GB,43.99,"2,8",2.749,Black,10.0,16.0,4,3200
Corsair Vengeance RGB Pro SL 32 GB,109.99,"2,16",3.437,Black,10.0,18.0,4,3600
Silicon Power XPOWER Zenith RGB Gaming 64 GB,169.99,"2,32",2.656,Black,10.0,30.0,5,6000
Corsair Vengeance 32 GB,96.99,"2,16",3.031,White,15.385,40.0,5,5200
G.Skill Trident Z RGB 256 GB,899.0,"8,32",3.512,Black,13.503,18.0,4,2666
Kingston FURY Beast 16 GB,49.0,"2,8",3.062,Black,9.444,17.0,4,3600
Corsair Vengeance RGB RT 256 GB,,"8,32",,Black,10.0,18.0,4,3600
Corsair Vengeance 32 GB,82.99,"1,32",2.593,Black,15.385,40.0,5,5200
TEAMGROUP T-Force Delta RGB 32 GB,92.99,"2,16",2.906,Black,12.667,38.0,5,6000
Silicon Power XPOWER Zenith RGB Gaming 16 GB,39.97,"2,8",2.498,Black,10.0,18.0,4,3600
ADATA XPG SPECTRIX D50 16 GB,69.98,"2,8",4.374,White,10.0,16.0,4,3200
Crucial CT32G56C46U5 32 GB,70.29,"1,32",2.197,Black,16.429,46.0,5,5600
G.Skill Trident Z5 Neo RGB 48 GB,179.99,"2,24",3.75,Black,10.0,32.0,5,6400
G.Skill Ripjaws M5 RGB 64 GB,214.99,"2,32",3.359,White,10.0,30.0,5,6000
Kingston FURY Beast 64 GB,203.0,"2,32",3.172,Black,12.857,36.0,5,5600
Kingston FURY Beast 16 GB,49.99,"1,16",3.124,Black / Silver,15.385,40.0,5,5200
Corsair Vengeance LPX 32 GB,109.99,"4,8",3.437,Black / Yellow,10.0,18.0,4,3600
Crucial Pro 48 GB,123.99,"2,24",2.583,Black,16.0,48.0,5,6000
TEAMGROUP T-Force Vulcan 32 GB,94.49,"2,16",2.953,Black / Silver,10.0,32.0,5,6400
TEAMGROUP Elite 32 GB,,"2,16",,Black,14.254,19.0,4,2666
G.Skill Ripjaws V 64 GB,157.99,"2,32",2.469,Black,10.0,18.0,4,3600
Netac Shadow II 32 GB,,"2,16",,Black,10.0,16.0,4,3200
Crucial CT2K16G4DFRA32A 32 GB,99.99,"2,16",3.125,Green / Black,13.75,22.0,4,3200
Kingston FURY Beast 32 GB,131.19,"2,16",4.1,Black,10.0,30.0,5,6000
TEAMGROUP T-Force Vulcan Z 16 GB,59.0,"2,8",3.688,Red,10.0,16.0,4,3200
Patriot Viper Steel 16 GB,43.98,"2,8",,Silver / Black,10.0,16.0,4,3200
G.Skill Trident Z Royal 32 GB,99.99,"2,16",3.125,Silver,10.556,19.0,4,3600
G.Skill Ripjaws S5 96 GB,309.99,"2,48",3.229,Black,10.0,34.0,5,6800
G.Skill Trident Z5 Royal 96 GB,319.99,"2,48",3.333,Silver,10.0,32.0,5,6400
G.Skill Trident Z5 Neo RGB 64 GB,169.99,"2,32",2.656,Black,12.0,36.0,5,6000
G.Skill Flare X5 32 GB,84.99,"2,16",2.656,Black,12.857,36.0,5,5600
Corsair Vengeance LPX 16 GB,70.4,"2,8",4.4,Black / Yellow,12.189,13.0,4,2133
Corsair Vengeance RGB 32 GB,140.99,"2,16",4.406,White,11.613,36.0,5,6200
Corsair Vengeance RGB 32 GB,126.71,"2,16",3.96,Black,9.444,34.0,5,7200
Corsair Vengeance RGB Pro 64 GB,,"2,32",,Black,10.0,18.0,4,3600
TEAMGROUP Elite Plus 16 GB,41.99,"1,16",2.624,Black,13.333,40.0,5,6000
Corsair Dominator Titanium 96 GB,470.99,"4,24",4.906,Black,10.0,32.0,5,6400
TEAMGROUP T-Create Expert 48 GB,139.99,"2,24",2.916,White,10.0,32.0,5,6400
Timetec PINNACLE Konduit 16 GB,,"1,16",,Black,10.0,18.0,4,3600
G.Skill Ripjaws V 16 GB,42.99,"1,16",2.687,Black,10.0,16.0,4,3200
G.Skill Trident Z5 Neo RGB 32 GB,164.99,"2,16",5.156,Black,9.5,38.0,5,8000
Patriot Viper Elite 5 RGB 16 GB,47.99,"1,16",2.999,White,14.0,42.0,5,6000
V-Color TRA564G60D436O 512 GB,3737.49,"8,64",7.3,Black,12.0,36.0,5,6000
G.Skill Trident Z5 Neo RGB 64 GB,249.99,"2,32",3.906,Silver / Black,10.0,30.0,5,6000
Corsair Dominator Platinum RGB 64 GB,319.99,"2,32",5.0,Black,11.765,40.0,5,6800
Corsair Dominator Titanium 48 GB,251.99,"2,24",5.25,White,10.0,36.0,5,7200
G.Skill Ripjaws V 64 GB,159.99,"4,16",2.5,Black,10.0,16.0,4,3200
G.Skill Ripjaws M5 RGB 64 GB,229.99,"2,32",3.594,White,10.0,32.0,5,6400
OLOy MD4U083216BJDA 16 GB,44.99,"2,8",,Black,10.0,16.0,4,3200
Kingston FURY Beast 64 GB,245.63,"2,32",3.838,White,10.0,30.0,5,6000
Corsair Vengeance RGB Pro 32 GB,103.99,"2,16",3.25,Black,10.0,18.0,4,3600
Corsair Vengeance RGB 48 GB,189.99,"2,24",3.958,Black / Gray,10.0,30.0,5,6000
TEAMGROUP T-Create Expert 48 GB,168.99,"2,24",3.521,Black,9.444,34.0,5,7200
Kingston FURY Beast 32 GB,113.99,"2,16",3.562,Black,13.846,36.0,5,5200
G.Skill Ripjaws M5 Neo RGB 96 GB,309.99,"2,48",3.229,White,10.0,30.0,5,6000
Corsair Vengeance RGB 96 GB,358.99,"2,48",3.739,Black / Silver,9.697,32.0,5,6600
Silicon Power XPOWER Turbine 32 GB,,"2,16",,Blue,10.0,16.0,4,3200
G.Skill Trident Z5 RGB 64 GB,239.99,"2,32",3.75,White / Black,10.0,32.0,5,6400
Lexar THOR 32 GB,,"2,16",,White,10.0,18.0,4,3600
Corsair Vengeance LPX 16 GB,73.98,"2,8",4.624,Black / Yellow,13.333,16.0,4,2400
G.Skill Ripjaws 4 8 GB,,"1,8",,Black / Green,12.5,15.0,4,2400
Crucial CT32G48C40U5 32 GB,69.98,"1,32",2.187,Black,16.667,40.0,5,4800
TEAMGROUP T-Force Vulcan Eco 32 GB,96.99,"2,16",3.031,Silver,10.0,30.0,5,6000
G.Skill Aegis 16 GB,33.99,"1,16",2.124,Red / Black,10.0,16.0,4,3200
Corsair Vengeance 64 GB,162.99,"2,32",2.547,White,15.385,40.0,5,5200
TEAMGROUP T-Force Delta RGB 32 GB,129.99,"2,16",4.062,White / Gray,9.444,34.0,5,7200
Corsair Dominator Titanium 32 GB,215.99,"2,16",6.75,Black,9.444,34.0,5,7200
Kingston Server Premier 32 GB,158.72,"1,32",4.96,,13.75,22.0,4,3200
Klevv CRAS V RGB 32 GB,,"2,16",,White,10.0,30.0,5,6000
ADATA XPG LANCER RGB 32 GB,149.99,"2,16",4.687,White,10.0,32.0,5,6400
G.Skill Aegis 8 GB,27.64,"1,8",3.455,Red / Black,10.0,16.0,4,3200
Corsair Vengeance 64 GB,190.99,"2,32",2.984,Black,12.667,38.0,5,6000
G.Skill Trident Z5 Royal Neo RGB 32 GB,179.99,"2,16",5.625,Silver,9.5,38.0,5,8000
TEAMGROUP T-Force Vulcan Z 16 GB,38.99,"2,8",2.437,Red,10.0,18.0,4,3600
Corsair Vengeance 32 GB,110.99,"2,16",3.468,White,12.0,36.0,5,6000
G.Skill Ripjaws M5 RGB 64 GB,214.99,"2,32",3.359,Black,10.0,30.0,5,6000
Corsair Dominator Titanium 32 GB,179.99,"2,16",5.625,White,9.444,34.0,5,7200
Timetec PINNACLE Konduit RGB 32 GB,,"2,16",,White,10.0,16.0,4,3200
Kingston FURY Beast 16 GB,89.65,"1,16",5.603,Black,10.0,30.0,5,6000
Corsair Vengeance LPX 64 GB,179.99,"4,16",2.812,Black / Yellow,10.0,16.0,4,3200
Corsair Vengeance RGB 64 GB,317.99,"4,16",4.969,Black / Gray,9.697,32.0,5,6600
G.Skill F5-6000J3636F32GX2-FX5 64 GB,154.99,"2,32",2.422,Black,12.0,36.0,5,6000
Kingston HyperX Fury 16 GB,,"2,8",,Black,12.003,16.0,4,2666
G.Skill Trident Z5 Neo RGB 32 GB,134.99,"2,16",4.218,White,9.375,30.0,5,6400
G.Skill Trident Z5 RGB 32 GB,109.99,"2,16",3.437,Black,10.0,28.0,5,5600
Kingston FURY Beast 64 GB,259.99,"2,32",4.062,Black,10.0,32.0,5,6400
Patriot Viper Elite II 32 GB,94.99,"2,16",2.968,Red / Black,10.0,20.0,4,4000
G.Skill Trident Z Neo 64 GB,214.99,"4,16",3.359,Black / Silver,8.889,16.0,4,3600
Kingston HyperX Fury 8 GB,,"1,8",,Black / Silver,11.25,18.0,4,3200
Corsair Vengeance RGB 64 GB,259.99,"2,32",4.062,White / Gray,10.0,30.0,5,6000
TEAMGROUP T-Force Vulcan 16 GB,52.99,"2,8",3.312,Black,15.385,40.0,5,5200
Corsair Vengeance 96 GB,245.99,"2,48",2.562,Black,14.286,40.0,5,5600
Lexar Ares RGB 2nd Gen 32 GB,,"2,16",,Black,8.667,26.0,5,6000
Corsair Vengeance 32 GB,114.99,"2,16",3.593,Black / Gray,10.0,32.0,5,6400
Corsair Vengeance RGB 64 GB,269.99,"2,32",4.219,Black / Gray,9.697,32.0,5,6600
Corsair Dominator Titanium 32 GB,189.99,"2,16",5.937,Black,9.697,32.0,5,6600
G.Skill Trident Z RGB 32 GB,97.99,"2,16",3.062,Black,8.889,16.0,4,3600
G.Skill Trident Z RGB 64 GB,169.99,"2,32",2.656,Black,9.0,18.0,4,4000
Silicon Power XPOWER Zenith RGB Gaming 32 GB,72.98,"2,16",2.281,Black,10.0,18.0,4,3600
G.Skill Trident Z5 Royal Neo RGB 32 GB,179.99,"2,16",5.625,Gold,9.333,28.0,5,6000
Crucial CT4K32G4LFQ4213 128 GB,,"4,32",,Black / Green,14.065,15.0,4,2133
Corsair Vengeance 64 GB,299.99,"4,16",4.687,Black / Gray,9.697,32.0,5,6600
G.Skill Trident Z5 RGB 64 GB,169.99,"2,32",2.656,White / Black,12.0,36.0,5,6000
Silicon Power XPOWER Storm RGB 32 GB,99.97,"2,16",3.124,Black,9.444,34.0,5,7200
Corsair Vengeance RGB RS 16 GB,82.99,"2,8",5.187,Black / Gray,10.0,16.0,4,3200
Patriot Viper Venom 64 GB,144.99,"2,32",2.265,Black / White,15.385,40.0,5,5200
Corsair Vengeance LPX 32 GB,100.36,"4,8",3.136,Black / Yellow,10.0,16.0,4,3200
Timetec PINNACLE Konduit 8 GB,17.99,"1,8",2.249,White,10.0,18.0,4,3600
G.Skill Flare X5 256 GB,779.99,"4,64",3.047,Black,12.0,36.0,5,6000
Corsair Vengeance 32 GB,96.99,"2,16",3.031,Gray,15.385,40.0,5,5200
Crucial Ballistix 16 GB,,"2,8",,Black,8.889,16.0,4,3600
Corsair Dominator Platinum RGB 32 GB,171.99,"2,16",5.375,Black,10.0,30.0,5,6000
ADATA XPG GAMMIX D30 16 GB,,"2,8",,Silver / Black,10.0,16.0,4,3200
Crucial Pro 48 GB,105.08,"2,24",2.189,Black,16.429,46.0,5,5600
TEAMGROUP T-Create Expert 96 GB,291.99,"2,48",3.042,White,10.0,32.0,5,6400
Corsair Vengeance 96 GB,285.99,"4,24",2.979,Black / Silver,14.286,40.0,5,5600
Corsair Vengeance 32 GB,114.99,"2,16",3.593,Gray,12.0,36.0,5,6000
ADATA XPG GAMMIX D10 16 GB,,"2,8",,Black / White,10.667,16.0,4,3000
Silicon Power SP032GBLVU480F22 32 GB,,"2,16",,,16.667,40.0,5,4800
Patriot Viper Xtreme 5 RGB 48 GB,168.98,"2,24",3.52,Black,9.5,38.0,5,8000
Kingston FURY Beast 64 GB,149.99,"2,32",2.344,Black / Silver,10.0,16.0,4,3200
Patriot Signature Line 8 GB,27.98,"1,8",3.498,Black,16.667,40.0,5,4800
G.Skill Ripjaws M5 RGB 48 GB,109.99,"2,24",2.291,Black,15.385,40.0,5,5200
TEAMGROUP T-Force Delta RGB 16 GB,77.99,"2,8",4.874,Black,12.667,38.0,5,6000
Patriot Viper Venom 32 GB,,"2,16",,Black / White,10.0,34.0,5,6800
KingBank SharpBlade 32 GB,,"2,16",,Black,12.0,36.0,5,6000
G.Skill Trident Z5 RGB 32 GB,154.99,"2,16",4.843,Black,9.231,36.0,5,7800
G.Skill Aegis 8 GB,27.38,"1,8",3.422,Black / Red,10.667,16.0,4,3000
TEAMGROUP T-Create Expert 32 GB,80.99,"2,16",2.531,Black / Gold,13.571,38.0,5,5600
Patriot Viper Elite II 16 GB,49.99,"2,8",3.124,Red / Black,10.0,20.0,4,4000
KingBank SharpBlade RGB 32 GB,,"2,16",,White,10.0,32.0,5,6400
TEAMGROUP T-Force Vulcan 32 GB,79.99,"2,16",2.5,Black,12.667,38.0,5,6000
Corsair Dominator Platinum RGB 64 GB,289.99,"2,32",4.531,Black,10.0,30.0,5,6000
Corsair Vengeance RGB Pro 32 GB,109.0,"2,16",3.406,Black,10.0,16.0,4,3200
Corsair Vengeance 64 GB,195.99,"2,32",3.062,Gray,13.333,40.0,5,6000
G.Skill Ripjaws M5 RGB 32 GB,114.99,"2,16",,Black,10.0,30.0,5,6000
Crucial CT2K16G56C46S5 32 GB,77.99,"2,16",2.437,Black,16.429,46.0,5,5600
Corsair Vengeance RGB 64 GB,275.99,"4,16",4.312,Black,12.0,36.0,5,6000
Kingston FURY Beast RGB 32 GB,129.75,"2,16",4.055,Black,12.0,36.0,5,6000
TEAMGROUP T-Force Delta RGB 32 GB,90.99,"2,16",2.843,White,12.857,36.0,5,5600
Kingston FURY Beast RGB 16 GB,63.99,"2,8",3.999,Black,15.385,40.0,5,5200
G.Skill Trident Z5 RGB 96 GB,349.99,"2,48",3.646,White / Black,10.0,32.0,5,6400
G.Skill Trident Z5 Royal 32 GB,156.99,"2,16",4.906,Silver,9.444,34.0,5,7200
Patriot Viper Steel 16 GB,47.99,"2,8",2.999,Gray,10.0,18.0,4,3600
G.Skill Ripjaws V 16 GB,39.99,"2,8",2.499,Red,10.0,16.0,4,3200
Corsair Vengeance RGB Pro SL 16 GB,102.99,"2,8",6.437,Black,10.0,18.0,4,3600
TEAMGROUP Elite 16 GB,49.99,"2,8",3.124,Black,16.667,40.0,5,4800
TEAMGROUP T-Force Delta RGB 32 GB,90.99,"2,16",2.843,Black,12.857,36.0,5,5600
Patriot Viper Venom 32 GB,114.99,"2,16",3.593,Black / White,9.444,34.0,5,7200
Corsair Vengeance 64 GB,154.99,"2,32",2.422,Black,16.667,40.0,5,4800
Corsair Vengeance 96 GB,349.99,"2,48",3.646,Black / Silver,9.697,32.0,5,6600
Silicon Power XPOWER Pulse Gaming 64 GB,169.99,"2,32",2.656,Black / White,10.0,30.0,5,6000
Corsair Vengeance RGB 48 GB,144.99,"2,24",3.021,Black / Silver,12.0,36.0,5,6000
Corsair Dominator Titanium 32 GB,209.99,"2,16",6.562,White,9.714,34.0,5,7000
Patriot Signature Premium 16 GB,41.99,"1,16",2.624,Black,14.254,19.0,4,2666
Patriot Viper Xtreme 5 48 GB,159.99,"2,24",3.333,Black,9.474,36.0,5,7600
TEAMGROUP T-Force Vulcan 32 GB,82.99,"2,16",2.593,Red,12.667,38.0,5,6000
Mushkin Redline ST 64 GB,209.99,"2,32",3.281,Black,9.375,30.0,5,6400
