item_name,category_name,item_price_in_php,stocks
"Aorus Waterforce X 2 240 aRGB black, AIO LC Cooler, LCD display, 240mm, pn: GP-AORUS-WATERFORCE-X-II-240",Cpu Cooler,13250.0,1
"Aorus Waterforce X 2 360 aRGB black, AIO LC Cooler, LCD display, 360mm, pn: GP-AORUS-WATERFORCE-X-II-360",Cpu Cooler,15480.0,1
"Aorus Waterforce X 2 360 ICE aRGB white, AIO LC Cooler, LCD display, 360mm, pn: GP-AORUS-WATERFORCE-X-II-360I",Cpu Cooler,15480.0,1
"Intel Original CPU cooler fan, copper mid, LGA1151/1200, OEM, No Box, TDP: 65W, pn: K69237-001",Cpu Cooler,599.0,69
"AMD Wraith Stealth CPU cooler fan, Original OEM, TDP: 65W, pn: 712-000072",Cpu Cooler,499.0,28
"AMD Wraith Spire No LED CPU cooler fan, OEM, TDP: 95W, pn: 712-000074",Cpu Cooler,740.0,57
"darkFlash Darkvoid Air Cooler, 62CFM TDP 65W",Cpu Cooler,360.0,6
"darkFlash Ellsworth S2X aRGB, dual fan Air Cooler, TDP 200W",Cpu Cooler,2199.0,1
darkFlash DarkAir aRGB white Air Cooler,Cpu Cooler,1299.0,3
darkFlash DarkAir Plus aRGB black Air Cooler,Cpu Cooler,1399.0,11
darkFlash DarkAir Plus aRGB white Air Cooler,Cpu Cooler,1499.0,2
darkFlash Storm Z4 aRGB Air Cooler,Cpu Cooler,850.0,5
"darkFlash Twister DX240-V2.6 aRGB black, AIO LC Cooler 240mm",Cpu Cooler,3450.0,4
"darkFlash Twister DX240-V2.6 aRGB white, AIO LC Cooler 240mm",Cpu Cooler,3680.0,2
"darkFlash Twister DX360-V2.6 aRGB white, AIO LC Cooler 360mm",Cpu Cooler,4680.0,1
"darkFlash Radiant DC240 aRGB black, AIO LC Cooler 240mm",Cpu Cooler,2799.0,1
"darkFlash Radiant DC240 aRGB white, AIO LC Cooler 240mm",Cpu Cooler,2950.0,2
"darkFlash Radiant DC360 aRGB black, AIO LC Cooler 360mm",Cpu Cooler,3499.0,4
"darkFlash Radiant DC360 aRGB white, AIO LC Cooler 360mm",Cpu Cooler,3680.0,2
"darkFlash Nebula DN240 aRGB black, AIO LC Cooler 240mm",Cpu Cooler,2950.0,3
"darkFlash Nebula DN240 aRGB white, AIO LC Cooler 240mm",Cpu Cooler,3125.0,4
"darkFlash Nebula DN360 aRGB black, AIO LC Cooler 360mm",Cpu Cooler,3499.0,3
"darkFlash Nebula DN360 aRGB white, AIO LC Cooler 360mm",Cpu Cooler,3680.0,2
"Asus ROG Ryujin 240 3 aRGB black, AIO LC Cooler, 240mm, pn: ROG-RYUJIN-III-240 aRGB",Cpu Cooler,15499.0,1
"Asus ROG Ryujin 360 3 aRGB black, AIO LC Cooler, 360mm, pn: ROG-RYUJIN-III-360 aRGB",Cpu Cooler,19450.0,2
"Asus ROG Ryujin 240 3 aRGB white, AIO LC Cooler, 240mm, pn: ROG-RYUJIN-III-240 ARGB WHT",Cpu Cooler,16199.0,1
"Asus ROG Ryujin 360 3 aRGB white, AIO LC Cooler, 360mm, pn: ROG-RYUJIN-III-360 ARGB WHT",Cpu Cooler,19580.0,1
"Asus ROG Strix LC240 2 aRGB black, AIO LC Cooler, 240mm, pn: ROG-STRIX-II-LC240-ARGB",Cpu Cooler,8550.0,2
"Asus ROG Strix LC360 2 aRGB white, AIO LC Cooler, 360mm, pn: ROG-STRIX-LC-II-360-ARGB WE",Cpu Cooler,11250.0,3
"Asus ROG Strix LC240 2 aRGB white, AIO LC Cooler, 240mm, pn: ROG-STRIX-LC-II-240-ARGB WE",Cpu Cooler,8499.0,3
"Asus ROG Ryujin 240 2 aRGB AIO LC Cooler, 240mm, pn: ROG-RYUJIN-II-240 aRGB",Cpu Cooler,12999.0,3
"Asus ROG EVA-02 Ryujin 360 3 aRGB AIO LC Cooler, 360mm, pn: ROG RYUJIN III 360 ARGB EVA-02 EDITION",Cpu Cooler,21999.0,2
